text,font_size,font_name,is_bold,is_italic,x0,x1,y0,y1,y_pos,text_alignment,line_spacing,page,is_uppercase,num_words,text_length,contains_colon_or_dot,is_numbered_heading,has_bullets_or_dashes,pdf_file
"– are using are safe, valid, and bringing them both global and local",11.039999999999992,ArialMT,0,0,162.0026,472.17471200000006,209.84258,220.8826,215.36259,left,12.718079999999986,5,0,13,68,0,0,1,file03.pdf
perspectives;,11.039999999999992,ArialMT,0,0,162.0026,226.68264800000003,197.24594,208.28593999999998,202.76594,left,12.596660000000014,5,0,1,13,0,0,0,file03.pdf
Electronic  information  and  tools  that  enhance  job  skills  and  the  learning,11.039999999999992,ArialMT,0,0,162.0026,525.0816839999998,184.52783999999994,195.56786,190.04784999999998,left,12.718079999999986,5,0,11,83,0,0,0,file03.pdf
experience,11.039999999999992,ArialMT,0,0,162.00258000000002,216.427572,171.93119999999993,182.97119999999993,177.45119999999991,left,12.596660000000071,5,0,1,10,0,0,0,file03.pdf
For each Ontario student it could mean:,11.039999999999992,Arial-BoldMT,1,0,89.99970000000003,291.72810000000015,147.45551999999992,158.4955199999999,152.9755199999999,left,24.47568000000001,5,0,7,39,1,0,0,file03.pdf
"One local point of entry to quality, curriculum- based electronic information",11.039999999999992,ArialMT,0,0,162.00258000000002,507.1891560000004,134.61599999999993,145.65599999999992,140.1359999999999,left,12.839519999999993,5,0,11,77,0,0,0,file03.pdf
resources and services,11.040000000000006,ArialMT,0,0,162.00258000000002,272.8198920000001,122.01935999999993,133.05935999999994,127.53935999999993,left,12.59663999999998,5,0,3,22,0,0,0,file03.pdf
"Connection to their individual educational environment, whether at the",11.040000000000006,ArialMT,0,0,162.00258000000002,487.62075600000003,109.30127999999993,120.34127999999994,114.82127999999994,left,12.71808,5,0,9,70,0,0,0,file03.pdf
"elementary, secondary or post-secondary levels",11.040000000000008,ArialMT,0,0,162.00258000000002,387.08832800000016,96.70462,107.74463999999995,102.22462999999998,left,12.596639999999994,5,0,5,46,0,0,0,file03.pdf
RFP: To Develop the Ontario Digital Library Business Plan,7.560000000000002,Arial-BoldItalicMT,1,1,90.0406,284.2736320000001,49.52484,57.08484,53.30484,left,50.65979999999995,5,0,9,57,1,0,0,file03.pdf
March  2003,7.560000000000002,Arial-BoldItalicMT,1,1,296.7052960000001,340.93432000000007,49.52484,57.08484,53.30484,center,0.0,5,0,2,11,0,0,0,file03.pdf
5555,9.000000000000002,Arial-BlackItalic,0,1,516.3975999999999,524.6505999999999,48.0961,58.167100000000005,53.131600000000006,right,1.082260000000005,5,0,1,4,0,0,0,file03.pdf
"Confidence that the services and resources people are using are credible,",11.039999999999964,ArialMT,0,0,162.0402,506.41533599999946,707.47056,718.5105599999999,712.99056,left,,6,0,11,73,0,0,0,file03.pdf
available when they need them and adaptable to different learning styles,11.039999999999964,ArialMT,0,0,162.0402,499.9889519999997,694.87392,705.91392,700.39392,left,12.59663999999998,6,0,11,72,0,0,0,file03.pdf
For each Ontario library it could mean:,11.039999999999964,Arial-BoldMT,1,0,90.03732000000001,285.72684,669.6696,680.7095999999999,675.1895999999999,left,25.204320000000052,6,0,7,39,1,0,0,file03.pdf
One point of entry for themselves and their clientele to quality electronic,11.039999999999964,ArialMT,0,0,162.0402,494.8950960000003,656.83008,667.8700799999999,662.3500799999999,left,12.839519999999993,6,0,12,75,0,0,0,file03.pdf
"resources and services that support and enhance their collections, programs",11.039999999999964,ArialMT,0,0,162.0402,518.6255759999998,644.23344,655.2734399999999,649.75344,left,12.59663999999998,6,0,10,75,0,0,0,file03.pdf
and services,11.039999999999964,ArialMT,0,0,162.0402,223.912776,631.6368,642.6768,637.1568,left,12.59663999999998,6,0,2,12,0,0,0,file03.pdf
"The opportunity to show case their local community, collections, services, and",11.039999999999964,ArialMT,0,0,162.0402,524.2151279999998,618.91872,629.95872,624.43872,left,12.718079999999986,6,0,11,78,0,0,0,file03.pdf
expertise,11.039999999999964,ArialMT,0,0,162.0402,207.581304,606.32208,617.36212,611.8421000000001,left,12.596599999999967,6,0,1,9,0,0,0,file03.pdf
"The opportunity to gain from the provincial, collaborative partnership in order",11.039999999999964,ArialMT,0,0,162.0402,517.1142000000003,593.60404,604.64404,599.12404,left,12.718079999999986,6,0,11,79,0,0,0,file03.pdf
to provide a seamless gateway to digital resources and services,11.039999999999964,ArialMT,0,0,162.0402,460.6181039999997,581.00732,592.0474,586.52736,left,12.59663999999998,6,0,10,63,0,0,0,file03.pdf
For the Ontario government it could mean:,11.039999999999964,Arial-BoldMT,1,0,90.03732000000001,305.87483999999995,555.8030000000001,566.84304,561.32302,left,25.204360000000065,6,0,7,41,1,0,0,file03.pdf
"A point of entry to information services and resources for all Ontario citizens,",11.039999999999964,ArialMT,0,0,162.0402,516.806184,543.08496,554.12496,548.60496,left,12.718079999999986,6,0,13,80,0,0,0,file03.pdf
connecting to portal initiatives.,11.039999999999964,ArialMT,0,0,162.0402,304.50036,530.36688,541.40688,535.88688,left,12.718079999999986,6,0,4,33,1,0,0,file03.pdf
Support of the Ontario E-Learning strategy through a collaborative digital,11.039999999999964,ArialMT,0,0,162.0402,500.06071200000054,517.7702400000001,528.81024,523.29024,left,12.59663999999998,6,0,10,74,0,0,0,file03.pdf
library initiative that positions Ontario on the global e-learning scene,11.039999999999964,ArialMT,0,0,162.0402,477.5059920000004,505.0521600000001,516.09218,510.57217,left,12.718060000000037,6,0,10,72,0,0,0,file03.pdf
Improved access and flexibility for all students at all ages and stages,11.039999999999964,ArialMT,0,0,162.0402,481.3313520000005,492.45554000000004,503.49554,497.97554,left,12.59663999999998,6,0,12,71,0,0,0,file03.pdf
(supports Ontario’s lifelong learning strategy),11.039999999999964,ArialMT,0,0,162.0402,372.27823199999995,479.85890000000006,490.8989,485.37890000000004,left,12.59663999999998,6,0,5,47,0,0,0,file03.pdf
The opportunity to address emerging job skills shortages and facilitate school,11.039999999999964,ArialMT,0,0,162.0402,521.1195120000001,467.1408200000001,478.18082000000004,472.66082000000006,left,12.718079999999986,6,0,11,78,0,0,0,file03.pdf
to work and job to job transitions with the necessary information and,11.039999999999964,ArialMT,0,0,162.0402,478.7557199999999,454.54412,465.58418000000006,460.06415000000004,left,12.59663999999998,6,0,12,69,0,0,0,file03.pdf
knowledge supports and tools,11.039999999999964,ArialMT,0,0,162.0402,303.73087200000003,441.82604000000003,452.86604,447.34604,left,12.718140000000062,6,0,4,28,0,0,0,file03.pdf
ODL will be an incorporated non-profit organization governed by a Board of Directors elected,11.039999999999964,ArialMT,0,0,90.03732000000001,525.3941999999997,416.62172000000004,427.66175999999996,422.14174,left,25.20428000000004,6,0,14,92,0,0,0,file03.pdf
by  a  voting  membership.  The  Board  will  include  representatives  from  all  stakeholders. We,11.039999999999964,ArialMT,0,0,90.04836000000002,525.2981520000002,403.90368,414.94368,409.42368,left,12.718079999999986,6,0,13,99,1,0,0,file03.pdf
envision a governance model similar to that prepared for the province’s ORION network.,11.039999999999964,ArialMT,0,0,90.04836000000002,500.7551280000002,391.30704000000003,402.34704,396.82704,left,12.59663999999998,6,0,13,86,1,0,0,file03.pdf
"More information regarding the envisioned phasing, funding  and resources required for the",11.039999999999964,ArialMT,0,0,90.04836000000002,525.1435919999999,366.58848,377.62847999999997,372.10848,left,24.718560000000025,6,0,12,90,0,0,0,file03.pdf
ODL can be found in the appendixes.,11.039999999999964,ArialMT,0,0,90.04836000000002,265.93322400000005,353.99184,365.03184,359.51184,left,12.59663999999998,6,0,7,35,1,0,0,file03.pdf
The Business Plan to be Developed,12.0,Arial-Black,0,0,96.0406,314.0866,315.972,327.972,321.972,left,37.05984000000001,6,0,6,33,0,0,0,file03.pdf
The business plan which needs to be developed for the ODL must be a formal business plan,11.039999999999964,ArialMT,0,0,90.0406,521.1978639999995,276.07066000000003,287.11066,281.59066,left,40.861339999999984,6,0,17,88,0,0,0,file03.pdf
"that documents and clearly communicates the ODL’s services, funding and governance",11.039999999999964,ArialMT,0,0,90.0406,497.71026399999937,263.47402000000005,274.51402,268.99402000000003,left,12.59663999999998,6,0,11,82,0,0,0,file03.pdf
"structures, as well as implementation plans for 2004-2005, and operational plans for 2005-",11.04000000000002,ArialMT,0,0,90.0406,507.4365039999998,250.87738000000002,261.91738000000004,256.39738,left,12.59663999999998,6,0,13,90,0,0,0,file03.pdf
"2007.  The planning process must also secure the full commitment of all stakeholders, as",11.039999999999992,ArialMT,0,0,90.0406,504.07482399999964,238.15930000000003,249.19930000000002,243.6793,left,12.718080000000015,6,0,14,88,1,0,0,file03.pdf
represented on the Steering Committee.,11.039999999999992,ArialMT,0,0,90.0406,279.19223200000016,225.56266000000002,236.60266000000001,231.08266000000003,left,12.596640000000008,6,0,5,38,1,0,0,file03.pdf
"Specifically, the business plan must include:",11.039999999999992,ArialMT,0,0,90.0406,296.41794399999986,201.44026000000002,212.48026000000002,206.96026,left,24.1224,6,0,6,45,1,0,0,file03.pdf
"how the ODL will be implemented, including the timeline",11.039999999999992,ArialMT,0,0,132.03676,394.01927200000046,176.11450000000002,187.1545,181.6345,left,25.325760000000002,6,0,9,55,0,0,0,file03.pdf
the financial plan for the implementation,11.039999999999992,ArialMT,0,0,132.03676,319.3999120000001,163.39642000000003,174.43642000000003,168.91642000000002,left,12.718079999999986,6,0,6,41,0,0,0,file03.pdf
"the financial plan for the first 2 operating years, including capital and operating costs,",11.039999999999992,ArialMT,0,0,132.03676,525.0651759999996,150.79978000000003,161.83978000000002,156.31978000000004,left,12.596640000000008,6,0,14,90,0,0,0,file03.pdf
"revenues, etc.",11.039999999999992,ArialMT,0,0,135.03964,203.76368000000002,138.20311999999998,149.24314,143.72313,left,12.596640000000008,6,0,2,14,1,0,0,file03.pdf
a financial forecast for the succeeding 2 operating years,11.039999999999996,ArialMT,0,0,132.03680000000003,393.66157599999985,125.48503999999998,136.52506,131.00504999999998,left,12.718080000000015,6,0,9,57,0,0,0,file03.pdf
the services and products to be delivered by the ODL,11.040000000000006,ArialMT,0,0,132.03676,381.30119199999973,112.88842000000001,123.92842000000002,118.40842,left,12.59663999999998,6,0,10,52,0,0,0,file03.pdf
how the ODL will operate and be managed following the implementation,11.040000000000006,ArialMT,0,0,132.03676,468.60882400000014,100.17034000000001,111.21034000000002,105.69034000000002,left,12.71808,6,0,11,68,0,0,0,file03.pdf
"who  will  be  involved,  and  what  their  role/responsibility  will  be,  for  both  the",11.040000000000006,ArialMT,0,0,132.03676,525.1645760000005,87.57370000000002,98.61372,93.09371000000002,left,12.596620000000016,6,0,13,90,0,0,0,file03.pdf
implementation and operational stages,11.040000000000006,ArialMT,0,0,130.6016,313.529984,74.97708,86.01708,80.49708000000001,left,12.596639999999994,6,0,4,37,0,0,0,file03.pdf
RFP: To Develop the Ontario Digital Library Business Plan,7.560000000000002,Arial-BoldItalicMT,1,1,90.0406,284.2736320000001,49.52484,57.08484,53.30484,left,28.932240000000007,6,0,9,57,1,0,0,file03.pdf
March  2003,7.560000000000002,Arial-BoldItalicMT,1,1,296.7052960000001,340.93432000000007,49.52484,57.08484,53.30484,center,0.0,6,0,2,11,0,0,0,file03.pdf
6666,9.000000000000002,Arial-BlackItalic,0,1,516.3975999999999,524.6505999999999,48.0961,58.167100000000005,53.131600000000006,right,1.082260000000005,6,0,1,4,0,0,0,file03.pdf
the marketing and communications plan for the ODL,11.039999999999964,ArialMT,0,0,132.0409,377.36957200000006,707.47056,718.5105599999999,712.99056,left,,7,0,8,49,0,0,0,file03.pdf
the commitment of all stakeholders to their responsibilities,11.039999999999964,ArialMT,0,0,132.0409,401.88499600000046,694.87392,705.91392,700.39392,left,12.59663999999998,7,0,8,60,0,0,0,file03.pdf
The process of developing this business plan must be extremely consultative to ensure that,11.039999999999964,ArialMT,0,0,90.04473999999999,514.4742279999992,669.54816,680.58816,675.06816,left,25.325759999999946,7,0,14,90,0,0,0,file03.pdf
all stakeholders are engaged in creating a synergistic ODL organization. The proposal must,11.039999999999964,ArialMT,0,0,90.04473999999999,515.7515559999999,656.8300800000001,667.87008,662.35008,left,12.718079999999986,7,0,13,90,1,0,0,file03.pdf
indicate how this consultative process will be approached.,11.039999999999964,Arial-ItalicMT,0,1,90.04473999999999,360.54571599999997,644.2334400000001,655.27344,649.7534400000001,left,12.59663999999998,7,0,8,58,1,0,0,file03.pdf
"The business plan for the ODL must address significant issues. There are, for example,",11.039999999999964,ArialMT,0,0,90.04473999999999,496.5540999999999,618.9076800000001,629.9476800000001,624.4276800000001,left,25.325759999999946,7,0,14,86,1,0,0,file03.pdf
enormous differences in the financial resources available to libraries mandated to provide,11.039999999999964,ArialMT,0,0,90.04473999999999,504.77117199999986,606.3110400000002,617.3510400000001,611.8310400000001,left,12.59663999999998,7,0,12,90,0,0,0,file03.pdf
"similar services. Some post-secondary and public libraries, particularly those in large urban",11.039999999999964,ArialMT,0,0,90.04473999999999,512.6802279999998,593.5929600000002,604.6329600000001,599.1129600000002,left,12.718079999999986,7,0,12,93,1,0,0,file03.pdf
"areas, have the facilities, funding and technological infrastructure necessary to service their",11.039999999999964,ArialMT,0,0,90.04473999999999,513.225604,580.9963200000002,592.0363200000002,586.5163200000002,left,12.59663999999998,7,0,12,95,0,0,0,file03.pdf
"patrons with electronic services and resources.  Many others, particularly in rural regions, do",11.039999999999964,ArialMT,0,0,90.04473999999999,518.1615879999998,568.3996800000002,579.4396800000002,573.9196800000002,left,12.59663999999998,7,0,13,95,1,0,0,file03.pdf
not.  The proposal must indicate how these issues will be approached.,11.039999999999964,Arial-ItalicMT,0,1,90.04473999999999,417.61699600000003,555.6816000000002,566.7216000000002,561.2016000000002,left,12.718079999999986,7,0,11,69,1,0,0,file03.pdf
Milestones,12.0,Arial-Black,0,0,96.0406,166.50340000000003,504.972,516.972,510.972,left,49.749600000000214,7,0,1,10,0,0,0,file03.pdf
1)  A preliminary report will be issued during June 2003.,11.039999999999964,Arial-ItalicMT,0,1,108.0406,371.49143200000026,476.71056000000004,487.75056,482.23056,left,29.221439999999973,7,0,10,57,1,0,0,file03.pdf
"2)  It  is  expected  that  an  Interim  Report,  suitable  for  distribution  to  the  broader  library",11.039999999999964,Arial-ItalicMT,0,1,108.0406,525.2565519999997,452.11344,463.15344,457.63344,left,24.597120000000018,7,0,15,104,0,0,0,file03.pdf
"community will be available by August 1, 2003 and that there will be an opportunity",11.039999999999964,Arial-ItalicMT,0,1,126.0358,525.1748559999997,439.39536000000004,450.43536,444.91536,left,12.718079999999986,7,0,15,83,0,0,0,file03.pdf
for responses to be evaluated.,11.039999999999964,Arial-ItalicMT,0,1,126.0358,269.501704,426.79872000000006,437.83872,432.31872000000004,left,12.59663999999998,7,0,5,30,1,0,0,file03.pdf
3)  The business plan must be completed and approved by the ODL Steering Committee,11.039999999999964,Arial-ItalicMT,0,1,108.0406,525.2951920000003,402.0801600000001,413.12016000000006,407.6001600000001,left,24.718559999999968,7,0,14,82,0,0,0,file03.pdf
"no later than September 30, 2003.",11.039999999999964,Arial-ItalicMT,0,1,126.0358,287.9086960000001,389.4835200000001,400.5235200000001,395.0035200000001,left,12.59663999999998,7,0,6,33,1,0,0,file03.pdf
Approach and Specific Proposal Requirements,12.0,Arial-Black,0,0,99.5206,387.1653999999999,351.49199999999996,363.49199999999996,357.49199999999996,left,37.031520000000114,7,0,5,43,0,0,0,file03.pdf
The firm/consultant (or proposed team of consultants) will be expected to work closely with,11.039999999999964,ArialMT,0,0,90.0406,525.1799919999997,323.11056,334.15056,328.63056,left,29.341439999999977,7,0,14,91,0,0,0,file03.pdf
the  ODL  Steering  Committee.  Terms  of  reference  for  the  Committee  are  in  the  appendix.,11.039999999999964,ArialMT,0,0,90.04059999999996,525.1203759999997,310.51392000000004,321.55392,316.03392,left,12.59663999999998,7,0,14,98,1,0,0,file03.pdf
"Given the consultative nature of this business planning process, the firm/consultant will also",11.039999999999964,ArialMT,0,0,90.04059999999996,524.9625039999995,297.79584000000006,308.83584,303.31584000000004,left,12.718079999999986,7,0,13,94,0,0,0,file03.pdf
be expected to travel and communicate regularly with various stakeholders as well as  with,11.039999999999964,ArialMT,0,0,90.04059999999996,524.9459439999995,285.1992000000001,296.23920000000004,290.71920000000006,left,12.59663999999998,7,0,14,90,0,0,0,file03.pdf
electronic resource publishers/vendors.,11.039999999999964,ArialMT,0,0,90.04059999999996,274.64706399999994,272.6025600000001,283.64256000000006,278.1225600000001,left,12.59663999999998,7,0,3,39,1,0,0,file03.pdf
The proposal should include the following information:,11.040000000000022,ArialMT,0,0,90.04059999999996,341.9700879999999,247.88400000000007,258.9240000000001,253.40400000000008,left,24.718559999999968,7,0,7,54,1,0,0,file03.pdf
a) name of the firm/consultant,11.039999999999994,ArialMT,0,0,108.03579999999995,249.22194399999995,223.28688000000008,234.32688000000007,228.8068800000001,left,24.597120000000018,7,0,5,30,0,0,0,file03.pdf
"b) names of those individuals who will be engaged in this project, their specific",11.039999999999992,ArialMT,0,0,108.03579999999995,471.32907999999964,210.5688000000001,221.6088000000001,216.0888000000001,left,12.718079999999986,7,0,14,81,0,0,0,file03.pdf
responsibilities on this project and relevant experience/qualifications,11.039999999999992,ArialMT,0,0,108.03579999999995,424.25783200000035,197.9721600000001,209.01216000000008,203.49216000000007,left,12.596640000000008,7,0,7,71,0,0,0,file03.pdf
c) description of similar engagements that highlight the firm’s experience in business,11.039999999999992,ArialMT,0,0,108.03579999999995,499.9094319999996,185.37552000000008,196.41552000000007,190.8955200000001,left,12.596640000000008,7,0,12,86,0,0,0,file03.pdf
planning and building stakeholder commitment,11.039999999999992,ArialMT,0,0,108.03579999999995,327.00757599999986,172.6574400000001,183.69744000000009,178.1774400000001,left,12.718079999999986,7,0,5,44,0,0,0,file03.pdf
d) references with details of work completed for these references,11.039999999999992,ArialMT,0,0,108.03579999999995,410.3860719999998,160.06080000000009,171.10080000000008,165.58080000000007,left,12.596640000000008,7,0,10,65,0,0,0,file03.pdf
"e) description of the approach that will be used for completing the business plan,",11.039999999999992,ArialMT,0,0,108.03579999999995,481.90871199999964,147.3427200000001,158.3827200000001,152.86272000000008,left,12.718079999999986,7,0,14,82,0,0,0,file03.pdf
including a timeline,11.039999999999992,ArialMT,0,0,108.03579999999995,199.81352799999996,134.7460800000001,145.78608000000008,140.2660800000001,left,12.596640000000008,7,0,3,20,0,0,0,file03.pdf
"f) cost to complete the study including estimated expenses (i.e.: travel, etc.) and payment",11.040000000000006,ArialMT,0,0,108.03579999999995,521.6648559999993,122.1494400000001,133.1894400000001,127.6694400000001,left,12.59663999999998,7,0,14,91,1,0,0,file03.pdf
structure,11.040000000000006,ArialMT,0,0,108.03579999999995,151.75530399999994,109.4313600000001,120.4713600000001,114.95136000000011,left,12.71808,7,0,1,9,0,0,0,file03.pdf
RFP: To Develop the Ontario Digital Library Business Plan,7.560000000000002,Arial-BoldItalicMT,1,1,90.0406,284.2736320000001,49.52484,57.08484,53.30484,left,63.386520000000104,7,0,9,57,1,0,0,file03.pdf
March  2003,7.560000000000002,Arial-BoldItalicMT,1,1,296.7052960000001,340.93432000000007,49.52484,57.08484,53.30484,center,0.0,7,0,2,11,0,0,0,file03.pdf
7777,9.000000000000002,Arial-BlackItalic,0,1,516.3975999999999,524.6505999999999,48.0961,58.167100000000005,53.131600000000006,right,1.082260000000005,7,0,1,4,0,0,0,file03.pdf
Evaluation and Awarding of Contract,12.0,Arial-Black,0,0,96.0406,324.9814000000001,694.092,706.092,700.092,left,,8,0,5,35,0,0,0,file03.pdf
The contract will be awarded to the bidder whose submission offers the best value; the contract will,11.039999999999964,ArialMT,0,0,90.0406,523.8629199999997,656.83056,667.87056,662.35056,left,38.22144000000003,8,0,17,100,0,0,0,file03.pdf
not necessarily be awarded to the lowest bidder.  We reserve the right not to award the contract to,11.039999999999964,ArialMT,0,0,90.0406,519.897351999999,644.11248,655.15248,649.63248,left,12.718079999999986,8,0,18,99,1,0,0,file03.pdf
any of the bidders responding to this RFP and we may seek further response.,11.039999999999964,ArialMT,0,0,90.0406,432.40535200000033,631.51584,642.55584,637.03584,left,12.59663999999998,8,0,14,75,1,0,0,file03.pdf
"Specifically, proposals will be evaluated proposals according to the following criteria:",11.039999999999964,ArialMT,0,0,90.0406,457.97509600000046,606.91872,617.95872,612.43872,left,24.597120000000018,8,0,11,88,1,0,0,file03.pdf
Quality of the proposal /approach outlined for undertaking the business planning process,11.039999999999964,ArialMT,0,0,126.04203999999999,516.0355600000003,569.48208,580.52208,575.00208,left,37.43664000000001,8,0,12,88,0,0,0,file03.pdf
Demonstrated experience,11.039999999999964,ArialMT,0,0,126.04203999999999,243.67323999999996,556.764,567.804,562.284,left,12.718079999999986,8,0,2,23,0,0,0,file03.pdf
"Cost, including expenses",11.039999999999964,ArialMT,0,0,126.04203999999999,239.436088,544.16736,555.20736,549.68736,left,12.59663999999998,8,0,3,24,0,0,0,file03.pdf
Timeline and projected completion date,11.039999999999964,ArialMT,0,0,126.04203999999999,301.78669599999995,531.57072,542.61072,537.09072,left,12.59663999999998,8,0,5,38,0,0,0,file03.pdf
Other relevant factors as determined by the ODL Steering Committee,11.039999999999964,ArialMT,0,0,126.04203999999999,432.9242320000005,518.36688,529.40688,523.88688,left,13.203840000000014,8,0,10,66,0,0,0,file03.pdf
Questions regarding this RFP should be directed by e-mail only to Michael Ridley,11.039999999999964,ArialMT,0,0,90.04059999999998,447.96292000000057,493.05216,504.09216,498.57216,left,25.314720000000023,8,0,13,80,0,0,0,file03.pdf
(mridley@uoguelph.ca).,11.039999999999964,ArialMT,0,0,90.04059999999998,199.58720799999998,480.33408000000003,491.37408,485.85408,left,12.718079999999986,8,0,1,22,1,0,0,file03.pdf
Bidders are asked not to contact any other member of the ODL Catalyst Team or the ODL Steering,11.039999999999964,ArialMT,0,0,90.04059999999998,524.1808719999985,455.01936,466.05935999999997,460.53936,left,25.314720000000023,8,0,18,94,0,0,0,file03.pdf
Committee.,11.039999999999964,ArialMT,0,0,90.04059999999998,144.33642399999997,442.42272,453.46272,447.94272,left,12.59663999999998,8,0,1,10,1,0,0,file03.pdf
RFP: To Develop the Ontario Digital Library Business Plan,7.560000000000002,Arial-BoldItalicMT,1,1,90.0406,284.2736320000001,49.52484,57.08484,53.30484,left,396.37788,8,0,9,57,1,0,0,file03.pdf
March  2003,7.560000000000002,Arial-BoldItalicMT,1,1,296.7052960000001,340.93432000000007,49.52484,57.08484,53.30484,center,0.0,8,0,2,11,0,0,0,file03.pdf
8888,9.000000000000002,Arial-BlackItalic,0,1,516.3975999999999,524.6505999999999,48.0961,58.167100000000005,53.131600000000006,right,1.082260000000005,8,0,1,4,0,0,0,file03.pdf
Appendix A:  ODL Envisioned Phases & Funding,12.0,Arial-Black,0,0,90.0406,383.56419999999986,667.572,679.572,673.572,left,,9,0,7,44,1,0,0,file03.pdf
Phase I:  Business Planning,9.959999999999923,Arial-BoldMT,1,0,90.0405,219.39500400000006,641.09874,651.05874,646.0787399999999,left,28.51326000000006,9,0,4,27,1,0,0,file03.pdf
Timeline: March 2003 – September 2003,9.959999999999923,Arial-ItalicMT,0,1,90.0405,268.0077720000001,618.06124,628.02126,623.04125,left,23.03747999999996,9,0,6,37,1,0,0,file03.pdf
"Funding Requested:  ~$100,000 jointly funded by stakeholder groups and the provincial government.",9.959999999999923,Arial-ItalicMT,0,1,90.0405,520.7457600000004,606.53752,616.49754,611.51753,left,11.523720000000026,9,0,12,97,1,0,0,file03.pdf
Result: The ODL business plan,9.959999999999923,Arial-ItalicMT,0,1,90.04050000000001,226.60205999999997,583.61958,593.57958,588.5995800000001,left,22.917959999999994,9,0,5,29,1,0,0,file03.pdf
"The first phase will be to build the ODL business plan. This plan will clearly define the ODL’s services,",9.959999999999923,ArialMT,0,0,90.04050000000001,516.1900559999995,560.46258,570.4225799999999,565.4425799999999,left,23.15700000000004,9,0,19,105,1,0,0,file03.pdf
"funding and governance structures, as well as implementation plans for 2003-2005. It will also secure",9.959999999999923,ArialMT,0,0,90.04050000000001,514.8095999999997,548.93886,558.8988599999999,553.91886,left,11.523720000000026,9,0,15,101,1,0,0,file03.pdf
the full commitment of all stakeholders and scope the operational plan for ODL for 2006 and beyond.,9.959999999999923,ArialMT,0,0,90.04050000000001,512.7040559999995,537.41514,547.3751399999999,542.3951399999999,left,11.523720000000026,9,0,17,99,1,0,0,file03.pdf
"Given the number and diversity of stakeholders involved, the business planning process must be a fully",9.959999999999921,ArialMT,0,0,90.04050000000001,523.1750040000006,514.49718,524.4571799999999,519.4771799999999,left,22.917959999999994,9,0,16,102,0,0,0,file03.pdf
consultative approach.  To ensure that the planning results in a workable plan with the full commitment,9.95999999999998,ArialMT,0,0,90.04050000000001,520.2826199999995,502.9734599999999,512.9334599999999,507.95345999999984,left,11.523720000000026,9,0,16,103,1,0,0,file03.pdf
"of all stakeholders it must have competent, dedicated staffing and monies for the travel and",9.95999999999998,ArialMT,0,0,90.04050000000001,472.8461279999998,491.44973999999985,501.40973999999983,496.4297399999998,left,11.523720000000026,9,0,15,92,0,0,0,file03.pdf
communication components so critical in a consultative process.,9.95999999999998,ArialMT,0,0,90.04050000000001,361.2283920000004,479.9260199999998,489.8860199999998,484.9060199999998,left,11.523720000000026,9,0,8,63,1,0,0,file03.pdf
Phase II: Implementing and Transitioning,9.95999999999998,Arial-BoldMT,1,0,90.04050000000001,278.51856000000004,445.6038599999998,455.5638599999998,450.58385999999985,left,34.32216,9,0,5,40,1,0,0,file03.pdf
Timeline: April 2004 – December 2006,9.95999999999998,Arial-ItalicMT,0,1,90.04050000000001,257.67726000000005,422.56633999999997,432.5263799999998,427.5463599999999,left,23.037480000000016,9,0,6,36,1,0,0,file03.pdf
Funding Requested:  Funding from other states and provinces suggest that the ODL could receive,9.95999999999998,Arial-ItalicMT,0,1,90.04050000000001,509.49295200000023,411.04261999999994,421.00265999999993,416.0226399999999,left,11.523719999999855,9,0,14,94,1,0,0,file03.pdf
"funding of up to  $50 Million (over 3 years). Funding to be provided partnership of government, library",9.95999999999998,Arial-ItalicMT,0,1,90.04050000000001,513.9331200000004,399.51893999999993,409.4789399999999,404.49893999999995,left,11.523720000000026,9,0,17,103,1,0,0,file03.pdf
stakeholders and other interested parties.,9.95999999999998,Arial-ItalicMT,0,1,90.04050000000002,266.22194400000024,388.1147399999999,398.0747399999999,393.0947399999999,left,11.404200000000003,9,0,5,42,1,0,0,file03.pdf
Result: The ODL is implemented and validated,9.95999999999998,Arial-ItalicMT,0,1,90.04050000000002,291.25540800000005,365.0772599999999,375.0372599999999,370.0572599999999,left,23.037480000000016,9,0,7,44,1,0,0,file03.pdf
The second phase will be to implement the ODL based on the business plan. This phase recognizes,9.95999999999998,ArialMT,0,0,90.04050000000002,524.7178079999992,341.9202599999999,351.8802599999999,346.9002599999999,left,23.156999999999982,9,0,17,95,1,0,0,file03.pdf
that for ODL to be optimally successful libraries must transition to a new way of doing business and,9.95999999999998,ArialMT,0,0,90.04050000000002,524.5624319999995,330.3965399999999,340.3565399999999,335.37653999999986,left,11.523720000000026,9,0,18,100,0,0,0,file03.pdf
providing services. The transition must occur while libraries continue to provide existing services and,9.95999999999998,ArialMT,0,0,90.04050000000002,524.6530679999987,318.9923399999999,328.9523399999999,323.9723399999999,left,11.404200000000003,9,0,14,103,1,0,0,file03.pdf
"respond to current challenges. This implementation phase will funded by a partnership of government,",9.95999999999998,ArialMT,0,0,90.04050000000002,524.8044600000002,307.4686199999999,317.42861999999985,312.4486199999999,left,11.523720000000026,9,0,14,100,1,0,0,file03.pdf
library stakeholders and other interested parties as a means to quickly jumpstart the ODL.,9.95999999999998,ArialMT,0,0,90.04050000000002,467.27649600000024,295.94489999999985,305.9048999999998,300.92489999999987,left,11.523720000000026,9,0,14,90,1,0,0,file03.pdf
