text,page,pdf_file,label
plan.  The chair must be able to devote 5-8 days per month on activities related to the preparation of,12,file03.pdf,OTHER
"the business plan, and communications to stakeholders, funders, and government.",12,file03.pdf,OTHER
7.  Meetings,12,file03.pdf,H3
It is expected that in person meetings are held once per month and the majority of business will be,12,file03.pdf,OTHER
"conducted by e-mail, and teleconference.",12,file03.pdf,OTHER
8.  Lines of Accountability and Communication,12,file03.pdf,H3
"8.1 The Steering Committee is accountable to the Province of Ontario, and to its business plan",12,file03.pdf,OTHER
funders.,12,file03.pdf,OTHER
8.2 The role of the Ontario Library Association is to assume responsibility for  funds contributed by the,12,file03.pdf,OTHER
"ODL funders to finance the business plan, to hold the funds in a separate account, and",12,file03.pdf,OTHER
disperse them for purposes as  directed by the Steering Committee.  OLA will provide,12,file03.pdf,OTHER
financial reports to the Steering Committee as requested and shall comply with all,12,file03.pdf,OTHER
government reporting regulations for funds received.,12,file03.pdf,OTHER
RFP: To Develop the Ontario Digital Library Business Plan,12,file03.pdf,OTHER
March  2003,12,file03.pdf,OTHER
12121212,12,file03.pdf,OTHER
8.3 The Steering Committee is accountable to its constituent groups and other stakeholders for,13,file03.pdf,OTHER
ongoing communications and consultation on issues and progress.  The Steering committee,13,file03.pdf,OTHER
is responsible for strong liaison with government particularly the Chief Information Officer,13,file03.pdf,OTHER
"Community Services Cluster, ADM’s and Deputy Ministers.",13,file03.pdf,OTHER
9.  Financial and Administrative Policies,13,file03.pdf,H3
9.1 Service on the Steering Committee is non-remunerative,13,file03.pdf,OTHER
9.2 Travel and meeting expenses for Steering Committee members are reimbursed according to the,13,file03.pdf,OTHER
policies of the Ontario Library Association,13,file03.pdf,OTHER
9.3 Conflict of Interest:,13,file03.pdf,OTHER
The ODL Steering Committee will function according to standard conflict of interest guidelines,13,file03.pdf,OTHER
"ensuring that members,  their immediate family members, or their places of employment, will",13,file03.pdf,OTHER
not benefit financially from the decisions  the Steering Committee might make.  As a first,13,file03.pdf,OTHER
"order of business, the Steering Committee will be expected to adopt a conflict of interest policy",13,file03.pdf,OTHER
statement and procedural guidelines that will govern its work.,13,file03.pdf,OTHER
RFP: To Develop the Ontario Digital Library Business Plan,13,file03.pdf,OTHER
March  2003,13,file03.pdf,OTHER
13131313,13,file03.pdf,OTHER
Appendix C:,14,file03.pdf,H2
ODL’s Envisioned Electronic Resources,14,file03.pdf,H2
The purpose of the ODL is to provide equal access to information for all Ontario citizens through,14,file03.pdf,OTHER
collaboration and resource sharing. ODL will be a portal - capable of customization as,14,file03.pdf,OTHER
"a home page for local libraries - to organized, comprehensive, authoritative and validated",14,file03.pdf,OTHER
e-information resources to meet the needs of all Ontario citizens at all stages and in all aspects,14,file03.pdf,OTHER
"of their education, life and work. Some examples:",14,file03.pdf,OTHER
1. Reference Resources,14,file03.pdf,OTHER
"- directories: companies, associations, organizations, governments, educational institutions,",14,file03.pdf,OTHER
etc. etc.,14,file03.pdf,OTHER
"- almanacs, country information",14,file03.pdf,OTHER
"- dictionaries, thesauri, encyclopedias",14,file03.pdf,OTHER
-consumer information,14,file03.pdf,OTHER
"- phone books,",14,file03.pdf,OTHER
"- travel guides,  entertainment guides",14,file03.pdf,OTHER
- weather information,14,file03.pdf,OTHER
- media/newspapers,14,file03.pdf,OTHER
"- leisure time, recreational activity guides",14,file03.pdf,OTHER
- indexing and abstracting services,14,file03.pdf,OTHER
"- currency converters,",14,file03.pdf,OTHER
- virtual reference services,14,file03.pdf,OTHER
-vocational/career information,14,file03.pdf,OTHER
-internet search engines,14,file03.pdf,OTHER
-current awareness services,14,file03.pdf,OTHER
2. Subject Guides,14,file03.pdf,OTHER
-arts and humanities,14,file03.pdf,OTHER
- business and economics,14,file03.pdf,OTHER
- education,14,file03.pdf,OTHER
-recreation and sports,14,file03.pdf,OTHER
"-entertainment - games, activities for kids",14,file03.pdf,OTHER
-health information,14,file03.pdf,OTHER
-science and technology,14,file03.pdf,OTHER
-social sciences,14,file03.pdf,OTHER
-society and culture,14,file03.pdf,OTHER
3. Educational tool-kits,14,file03.pdf,OTHER
"-guides to information gathering methodologies, information literacy",14,file03.pdf,OTHER
-study guides,14,file03.pdf,OTHER
-study skill development,14,file03.pdf,OTHER
-web-based curricula,14,file03.pdf,OTHER
-internet search guides,14,file03.pdf,OTHER
"4. Journals, books, maps, music etc.",14,file03.pdf,OTHER
RFP: To Develop the Ontario Digital Library Business Plan,14,file03.pdf,OTHER
March  2003,14,file03.pdf,OTHER
14141414,14,file03.pdf,OTHER
Parsippany -Troy Hills STEM Pathways,1,file04.pdf,TITLE
Mission Statement:  To provide PTHSD high school students with the opportunity to,1,file04.pdf,OTHER
"concentrate their studies, beyond those required in high school, in the areas of science,",1,file04.pdf,OTHER
"technology, engineering, and mathematics, and expose students to relevant real world",1,file04.pdf,OTHER
"experiences through project work, conferences and presentations to enhance their high school",1,file04.pdf,OTHER
experience.,1,file04.pdf,H2
Goals:,1,file04.pdf,H2
"• Inspire keen interest in mathematics, science, engineering, and",1,file04.pdf,OTHER
"technology, develop strong scholarship in the subject and",1,file04.pdf,OTHER
promote the enjoyment of these studies in high school.,1,file04.pdf,OTHER
• Expose students to potential career opportunities in the field.,1,file04.pdf,OTHER
• Encourage students to pursue higher education and major in,1,file04.pdf,OTHER
STEM careers.,1,file04.pdf,OTHER
• Promote interactions with STEM professionals to learn about,1,file04.pdf,OTHER
future opportunities.,1,file04.pdf,OTHER
• Support field experiences connected to the world outside of,1,file04.pdf,OTHER
the school building.,1,file04.pdf,OTHER
"• Signal to employers, universities, training programs, and",1,file04.pdf,OTHER
military that a student has completed a comprehensive course,1,file04.pdf,OTHER
of study in a specialized area.,1,file04.pdf,OTHER
"• Cultivate transferable work habits such as perseverance, goal",1,file04.pdf,OTHER
"setting, and self-direction.",1,file04.pdf,OTHER
PATHWAY OPTIONS,1,file04.pdf,H1
REGULAR PATHWAY,1,file04.pdf,H1
4 credits of Math,1,file04.pdf,OTHER
4 credits of Science,1,file04.pdf,OTHER
4 credits of STEM-designated electives,1,file04.pdf,OTHER
●,1,file04.pdf,OTHER
●,1,file04.pdf,OTHER
●,1,file04.pdf,OTHER
● Maintain an overall 2.85 GPA,1,file04.pdf,OTHER
●,1,file04.pdf,OTHER
Participate in a minimum of 3 STEM,1,file04.pdf,OTHER
presentations/conferences each year,1,file04.pdf,OTHER
with a required minimum total of 12,1,file04.pdf,OTHER
presentations/conferences throughout,1,file04.pdf,OTHER
the 4 years. *,1,file04.pdf,OTHER
Join and actively participate in a,1,file04.pdf,OTHER
STEM-related extracurricular activity or,1,file04.pdf,OTHER
club every year of attendance. -,1,file04.pdf,OTHER
●,1,file04.pdf,OTHER
●,1,file04.pdf,OTHER
●,1,file04.pdf,OTHER
●,1,file04.pdf,OTHER
DISTINCTION PATHWAY,1,file04.pdf,OTHER
4 credits of Math - At least one math,1,file04.pdf,OTHER
course should be an AP Math class.,1,file04.pdf,OTHER
4 credits of Science- At least one,1,file04.pdf,OTHER
science course should be an AP,1,file04.pdf,OTHER
Science class.,1,file04.pdf,OTHER
4 credits of STEM-designated electives,1,file04.pdf,OTHER
- One must be a Computer,1,file04.pdf,OTHER
Science/Technology Class,1,file04.pdf,OTHER
● Maintain an overall 3.5 GPA,1,file04.pdf,OTHER
●,1,file04.pdf,OTHER
Participate in a minimum of 3 STEM,1,file04.pdf,OTHER
presentations/conferences a year with a,1,file04.pdf,OTHER
required minimum total of 12,1,file04.pdf,OTHER
presentations/conferences throughout,1,file04.pdf,OTHER
the 4 years.,1,file04.pdf,OTHER
Join and actively participate in a,1,file04.pdf,OTHER
STEM-related extracurricular activity or,1,file04.pdf,OTHER
club every year of attendance.,1,file04.pdf,OTHER
Either participate in an internship or,1,file04.pdf,OTHER
design and implement a community,1,file04.pdf,OTHER
impact project.,1,file04.pdf,OTHER
●,1,file04.pdf,OTHER
●,1,file04.pdf,OTHER
Elective Course Offerings,2,file04.pdf,H1
Science,2,file04.pdf,H2
Math,2,file04.pdf,OTHER
Computer Science/,2,file04.pdf,TITLE
Technology,2,file04.pdf,H1
Art,2,file04.pdf,OTHER
Applied,2,file04.pdf,OTHER
Technology/,2,file04.pdf,OTHER
Family Consumer,2,file04.pdf,OTHER
Science and Other,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
AP Biology,2,file04.pdf,OTHER
AP Chemistry,2,file04.pdf,OTHER
AP Physics C,2,file04.pdf,OTHER
Forensics,2,file04.pdf,OTHER
Honors Anatomy,2,file04.pdf,OTHER
and Physiology,2,file04.pdf,OTHER
AP Environmental,2,file04.pdf,OTHER
Science,2,file04.pdf,OTHER
• Marine Biology,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
• MythBusting: The,2,file04.pdf,OTHER
Organic Chemistry,2,file04.pdf,OTHER
Genetics,2,file04.pdf,OTHER
Astronomy,2,file04.pdf,OTHER
Bioethics,2,file04.pdf,OTHER
Science of,2,file04.pdf,OTHER
Literature and,2,file04.pdf,OTHER
Films,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
+AP Calculus,2,file04.pdf,H1
+AP Statistics,2,file04.pdf,OTHER
+Calculus,2,file04.pdf,OTHER
"Probability,",2,file04.pdf,OTHER
"Statistics,",2,file04.pdf,OTHER
and Discrete,2,file04.pdf,OTHER
Math,2,file04.pdf,OTHER
+Precalculus,2,file04.pdf,OTHER
Algebra 3 &,2,file04.pdf,OTHER
Trigonometry,2,file04.pdf,OTHER
Applied Math,2,file04.pdf,OTHER
Honors,2,file04.pdf,OTHER
Accounting 1,2,file04.pdf,OTHER
Investments,2,file04.pdf,OTHER
AP,2,file04.pdf,OTHER
Economics,2,file04.pdf,OTHER
Business,2,file04.pdf,OTHER
Org.,2,file04.pdf,OTHER
Management,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
Computer,2,file04.pdf,H1
Programming in C++,2,file04.pdf,OTHER
Robotics,2,file04.pdf,OTHER
Computer Science and,2,file04.pdf,OTHER
Programming Concepts,2,file04.pdf,OTHER
with Python,2,file04.pdf,OTHER
AP Computer Science,2,file04.pdf,OTHER
Principles,2,file04.pdf,OTHER
AP Computer Science A,2,file04.pdf,OTHER
Honors Data Structures,2,file04.pdf,OTHER
and Advanced,2,file04.pdf,OTHER
Programming,2,file04.pdf,OTHER
Networks (CCNA cert),2,file04.pdf,OTHER
"Switching, Routing, &",2,file04.pdf,OTHER
Wireless Essentials,2,file04.pdf,OTHER
(CCNA cert),2,file04.pdf,OTHER
Cybersecurity (CCNA,2,file04.pdf,OTHER
cert),2,file04.pdf,OTHER
• Graphic,2,file04.pdf,OTHER
Design,2,file04.pdf,OTHER
• Digital,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
Photography,2,file04.pdf,OTHER
Advanced,2,file04.pdf,OTHER
Digital,2,file04.pdf,OTHER
Photography,2,file04.pdf,OTHER
***AP,2,file04.pdf,OTHER
Captsone -,2,file04.pdf,OTHER
Seminar and,2,file04.pdf,OTHER
Research w/,2,file04.pdf,OTHER
advisor,2,file04.pdf,OTHER
approval,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
• Nutrition for an,2,file04.pdf,OTHER
Active Lifestyle,2,file04.pdf,OTHER
Engineering,2,file04.pdf,OTHER
CAD and Design,2,file04.pdf,OTHER
Foundations,2,file04.pdf,OTHER
Television,2,file04.pdf,OTHER
Production I / II,2,file04.pdf,OTHER
•,2,file04.pdf,OTHER
• Careers in,2,file04.pdf,OTHER
Medicine (Phys,2,file04.pdf,OTHER
Ed department),2,file04.pdf,OTHER
• Woods Tech 1,2,file04.pdf,OTHER
and 2,2,file04.pdf,OTHER
• Honors,2,file04.pdf,OTHER
Engineering and,2,file04.pdf,OTHER
Design,2,file04.pdf,OTHER
What Colleges Say!,2,file04.pdf,H1
"When asked the question,  “Would participation in the",2,file04.pdf,OTHER
STEM Pathways set PTHSD students apart when applying,2,file04.pdf,OTHER
"to your school?”, colleges responded with the following:",2,file04.pdf,OTHER
"Drew University: “Yes,it would show that they are",2,file04.pdf,OTHER
challenging themselves in the classroom.”,2,file04.pdf,OTHER
SUNY Binghamton:  “Yes. We are a R1 research institution,2,file04.pdf,OTHER
and students with a strong STEM curriculum that includes,2,file04.pdf,OTHER
research or lab work are generally more competitive in our,2,file04.pdf,OTHER
applicant pool and more success as students at,2,file04.pdf,OTHER
Binghamton because of their early HS experience.”,2,file04.pdf,OTHER
NJIT: “Yes- this would demonstrate to Admissions that a,2,file04.pdf,OTHER
"student is interested in STEM programs, and would be a",2,file04.pdf,OTHER
strong candidate for our programs.”,2,file04.pdf,OTHER
"Ithaca College:  “Yes, we look for students who participate",2,file04.pdf,OTHER
in classes and activities that enhance their knowledge and,2,file04.pdf,OTHER
skills in their area of interest.”,2,file04.pdf,OTHER
Towson University: “Participation in this program would,2,file04.pdf,OTHER
show us that the student is challenging him/herself in their,2,file04.pdf,OTHER
courses which is something we look at when reviewing,2,file04.pdf,OTHER
applications.”,2,file04.pdf,OTHER
Montclair University:  “Rigorous math and science lab,2,file04.pdf,OTHER
classes beyond standard curriculum could be looked at for,2,file04.pdf,OTHER
scholarship eligibility along with high GPA.”,2,file04.pdf,OTHER
For more information and our application please visit our website by clicking here.,2,file04.pdf,OTHER
ADDRESS:,1,file05.pdf,OTHER
TOPJUMP,1,file05.pdf,H2
3735 PARKWAY,1,file05.pdf,H1
"PIGEON  FORGE, TN  37863",1,file05.pdf,H2
(NEAR DIXIE STAMPEDE ON  THE  PARKWAY),1,file05.pdf,OTHER
RSVP: ----------------,1,file05.pdf,OTHER
CLOSED TOED SHOES ARE REQUIRED FOR CLIMBING,1,file05.pdf,OTHER
"PARENTS OR GUARDIANS NOT ATTENDING THE  PARTY,",1,file05.pdf,OTHER
PLEASE VISIT TOPJUMP.COM TO  FILL OUT WAIVER,1,file05.pdf,OTHER
SO YOUR CHILD CAN ATTEND.,1,file05.pdf,OTHER
HOPE  To SEE  You THERE!,1,file05.pdf,H1
WWW.TOPJUMP.COM,1,file05.pdf,OTHER
